CustomerID,MonetaryValue,Frequency,Recency,Cluster,Segment
12798.0,6977.04,3,10,0,High-Value Champions
12802.0,427.58,1,187,1,Lost Customers
12808.0,483.65000000000003,3,37,0,High-Value Champions
12809.0,489.31,1,178,1,Lost Customers
12811.0,514.85,3,261,1,Lost Customers
12812.0,229.64000000000001,1,45,0,High-Value Champions
12814.0,125.92,1,102,0,High-Value Champions
12815.0,1063.46,2,148,1,Lost Customers
12816.0,572.2,2,96,0,High-Value Champions
12817.0,166.04,1,281,1,Lost Customers
12818.0,1542.08,1,262,1,Lost Customers
12820.0,942.34,4,3,0,High-Value Champions
12821.0,92.72,1,214,1,Lost Customers
12822.0,948.88,2,71,0,High-Value Champions
12823.0,1759.5,5,75,0,High-Value Champions
12824.0,397.12,1,60,0,High-Value Champions
12826.0,1474.72,7,3,0,High-Value Champions
12827.0,430.15000000000003,3,6,0,High-Value Champions
12828.0,1018.71,6,3,0,High-Value Champions
12829.0,293.0,2,337,1,Lost Customers
12830.0,6814.64,6,38,0,High-Value Champions
12831.0,215.05,1,262,1,Lost Customers
12832.0,383.03,2,32,0,High-Value Champions
12833.0,417.38,1,145,1,Lost Customers
12834.0,312.38,1,283,1,Lost Customers
12836.0,2610.36,4,59,0,High-Value Champions
12837.0,134.1,1,173,1,Lost Customers
12838.0,671.95,2,34,0,High-Value Champions
12839.0,5591.42,14,3,3,New Spenders
12840.0,2726.77,4,144,0,High-Value Champions
12841.0,3991.58,25,5,3,New Spenders
12842.0,1118.99,2,70,0,High-Value Champions
12843.0,1702.26,8,66,0,High-Value Champions
12844.0,325.96000000000004,2,29,0,High-Value Champions
12845.0,354.09,4,267,1,Lost Customers
12847.0,843.64,1,22,0,High-Value Champions
12849.0,1010.29,2,31,0,High-Value Champions
12851.0,131.81,1,97,0,High-Value Champions
12852.0,311.55,1,295,1,Lost Customers
12853.0,1957.1000000000001,6,135,0,High-Value Champions
12854.0,1316.25,3,79,0,High-Value Champions
12855.0,38.1,1,373,1,Lost Customers
12856.0,2170.78,6,8,0,High-Value Champions
12857.0,1106.4,2,211,1,Lost Customers
12863.0,521.2,1,52,0,High-Value Champions
12864.0,147.12,1,138,0,High-Value Champions
12865.0,1568.23,2,26,0,High-Value Champions
12866.0,559.12,1,283,1,Lost Customers
12867.0,4009.34,7,26,0,High-Value Champions
12868.0,1607.0600000000002,6,186,1,Lost Customers
12871.0,380.64,2,84,0,High-Value Champions
12872.0,599.97,2,327,1,Lost Customers
12873.0,374.0,1,282,1,Lost Customers
12875.0,343.2300000000001,2,143,0,High-Value Champions
12876.0,2218.02,2,58,0,High-Value Champions
12877.0,1535.77,12,4,0,High-Value Champions
12878.0,854.99,2,236,1,Lost Customers
12879.0,573.22,3,45,0,High-Value Champions
12881.0,298.0,1,276,1,Lost Customers
12882.0,1463.04,2,9,0,High-Value Champions
12883.0,703.47,4,25,0,High-Value Champions
12884.0,309.05,1,88,0,High-Value Champions
12885.0,1175.22,3,63,0,High-Value Champions
12886.0,1378.4,2,68,0,High-Value Champions
12888.0,354.12,2,214,1,Lost Customers
12890.0,376.71999999999997,1,24,0,High-Value Champions
12891.0,331.0,3,186,1,Lost Customers
12893.0,176.55,1,31,0,High-Value Champions
12895.0,372.8,2,42,0,High-Value Champions
12897.0,216.5,2,205,1,Lost Customers
12901.0,17654.54,28,9,3,New Spenders
12902.0,138.68,1,265,1,Lost Customers
12904.0,496.06,2,18,0,High-Value Champions
12906.0,2919.81,5,12,0,High-Value Champions
12908.0,750.0,2,176,1,Lost Customers
12909.0,2178.67,5,40,0,High-Value Champions
12910.0,3075.04,8,23,0,High-Value Champions
12912.0,1662.3,5,3,0,High-Value Champions
12913.0,2483.63,5,5,0,High-Value Champions
12915.0,363.65,2,149,1,Lost Customers
12916.0,2944.95,4,139,0,High-Value Champions
12917.0,594.0,1,128,0,High-Value Champions
12919.0,1335.19,6,8,0,High-Value Champions
12920.0,162.78,1,17,0,High-Value Champions
12921.0,16587.09,37,9,3,New Spenders
12922.0,405.38,1,161,1,Lost Customers
12923.0,172.82,1,64,0,High-Value Champions
12924.0,933.7,4,88,0,High-Value Champions
12925.0,694.05,2,5,0,High-Value Champions
12928.0,2062.7000000000003,5,35,0,High-Value Champions
12929.0,117.85,1,312,1,Lost Customers
12930.0,415.8,2,78,0,High-Value Champions
12931.0,42055.96,15,22,3,New Spenders
12933.0,607.53,3,24,0,High-Value Champions
12935.0,2160.7,7,2,0,High-Value Champions
12936.0,1063.9,4,17,0,High-Value Champions
12937.0,1504.27,4,15,0,High-Value Champions
12938.0,114.14,1,26,0,High-Value Champions
12939.0,11581.8,8,64,0,High-Value Champions
12940.0,899.69,2,55,0,High-Value Champions
12942.0,675.6,3,131,0,High-Value Champions
12944.0,604.51,2,36,0,High-Value Champions
12945.0,462.95,1,288,1,Lost Customers
12947.0,1603.99,6,144,0,High-Value Champions
12948.0,2064.95,7,16,0,High-Value Champions
12949.0,4167.22,8,31,0,High-Value Champions
12950.0,1843.0,3,2,0,High-Value Champions
12951.0,1064.07,6,9,0,High-Value Champions
12952.0,1387.79,4,6,0,High-Value Champions
12953.0,329.85,1,10,0,High-Value Champions
12955.0,4757.16,11,1,0,High-Value Champions
12956.0,108.07,1,306,1,Lost Customers
12957.0,4017.54,8,10,0,High-Value Champions
12962.0,266.39,2,7,0,High-Value Champions
12963.0,1856.63,8,8,0,High-Value Champions
12965.0,769.8100000000001,1,89,0,High-Value Champions
12966.0,160.18,1,10,0,High-Value Champions
12967.0,1660.9,2,358,1,Lost Customers
12968.0,135.95,1,112,0,High-Value Champions
12970.0,405.47,4,7,0,High-Value Champions
12971.0,11189.91,86,4,3,New Spenders
12974.0,144.8,1,198,1,Lost Customers
12976.0,738.6,1,212,1,Lost Customers
12977.0,39.239999999999995,1,156,1,Lost Customers
12980.0,7374.900000000001,9,158,0,High-Value Champions
12981.0,372.21999999999997,2,30,0,High-Value Champions
12982.0,390.54,1,243,1,Lost Customers
12984.0,97.5,1,19,0,High-Value Champions
12985.0,1239.38,2,1,0,High-Value Champions
12987.0,558.7,2,74,0,High-Value Champions
12988.0,505.82,1,292,1,Lost Customers
12989.0,6924.110000000001,15,3,3,New Spenders
12990.0,409.5,3,31,0,High-Value Champions
12991.0,503.76,2,23,0,High-Value Champions
12993.0,414.76,4,23,0,High-Value Champions
12994.0,974.4200000000001,3,4,0,High-Value Champions
12995.0,211.32,1,85,0,High-Value Champions
12997.0,1226.89,4,22,0,High-Value Champions
12999.0,455.88,3,196,1,Lost Customers
13000.0,534.85,3,107,0,High-Value Champions
13001.0,9785.970000000001,13,4,3,New Spenders
13002.0,120.94999999999999,1,318,1,Lost Customers
13003.0,149.05,3,106,0,High-Value Champions
13004.0,5655.91,18,12,3,New Spenders
13005.0,513.7,2,174,1,Lost Customers
13006.0,81.57,1,56,0,High-Value Champions
13008.0,229.46999999999997,1,323,1,Lost Customers
13011.0,50.550000000000004,1,372,1,Lost Customers
13012.0,1646.8400000000001,8,9,0,High-Value Champions
13013.0,4810.9400000000005,13,1,0,High-Value Champions
13014.0,3466.2799999999997,10,11,0,High-Value Champions
13015.0,3339.64,5,53,0,High-Value Champions
13016.0,789.89,3,73,0,High-Value Champions
13017.0,204.0,1,7,0,High-Value Champions
13018.0,7277.7,28,16,3,New Spenders
13021.0,2616.38,9,4,0,High-Value Champions
13023.0,689.9,2,64,0,High-Value Champions
13026.0,975.36,5,1,0,High-Value Champions
13027.0,6912.0,6,114,0,High-Value Champions
13028.0,661.3199999999999,2,23,0,High-Value Champions
13029.0,1247.5,3,31,0,High-Value Champions
13030.0,752.4399999999999,2,11,0,High-Value Champions
13032.0,1010.18,2,52,0,High-Value Champions
13033.0,190.55,1,357,1,Lost Customers
13034.0,642.77,2,55,0,High-Value Champions
13035.0,921.88,2,74,0,High-Value Champions
13037.0,881.07,3,138,0,High-Value Champions
13038.0,908.46,3,80,0,High-Value Champions
13040.0,676.99,2,9,0,High-Value Champions
13043.0,516.42,1,273,1,Lost Customers
13044.0,560.47,1,291,1,Lost Customers
13045.0,305.28000000000003,1,99,0,High-Value Champions
13046.0,629.31,2,31,0,High-Value Champions
13047.0,3237.54,10,32,0,High-Value Champions
13048.0,1819.41,4,14,0,High-Value Champions
13049.0,656.6800000000001,2,64,0,High-Value Champions
13050.0,5836.86,17,15,3,New Spenders
13052.0,348.15000000000003,1,212,1,Lost Customers
13055.0,1214.41,3,78,0,High-Value Champions
13058.0,271.40000000000003,3,25,0,High-Value Champions
13059.0,183.4,1,250,1,Lost Customers
13060.0,307.53,1,254,1,Lost Customers
13061.0,248.61,1,72,0,High-Value Champions
13062.0,346.98,1,191,1,Lost Customers
13064.0,1105.59,4,13,0,High-Value Champions
13065.0,205.86,1,373,1,Lost Customers
13066.0,470.8,2,24,0,High-Value Champions
13067.0,115.46000000000001,1,82,0,High-Value Champions
13068.0,344.0,2,10,0,High-Value Champions
13069.0,4431.44,24,1,3,New Spenders
13070.0,228.8,1,192,1,Lost Customers
13072.0,177.15,1,267,1,Lost Customers
13075.0,919.61,1,130,0,High-Value Champions
13077.0,728.02,4,1,0,High-Value Champions
13078.0,12627.94,26,3,3,New Spenders
13079.0,220.10000000000002,5,4,0,High-Value Champions
13080.0,58.08,1,179,1,Lost Customers
13081.0,28337.38,11,12,3,New Spenders
13082.0,3613.63,9,126,0,High-Value Champions
13083.0,303.75,2,4,0,High-Value Champions
13085.0,416.08000000000004,2,158,1,Lost Customers
13089.0,58762.08,97,3,2,At-Risk Loyalists
13090.0,8910.82,14,9,3,New Spenders
13091.0,345.82,1,28,0,High-Value Champions
13092.0,477.83,5,71,0,High-Value Champions
13093.0,7832.47,8,276,1,Lost Customers
13094.0,1927.3200000000002,12,21,0,High-Value Champions
13095.0,74.39999999999999,1,71,0,High-Value Champions
13097.0,6003.22,10,33,0,High-Value Champions
13098.0,28882.44,28,1,3,New Spenders
13099.0,207.35999999999999,1,99,0,High-Value Champions
13101.0,101.19,1,234,1,Lost Customers
13102.0,6424.09,24,1,3,New Spenders
13103.0,243.94,1,40,0,High-Value Champions
13104.0,1098.48,6,3,0,High-Value Champions
13106.0,76.5,1,133,0,High-Value Champions
13107.0,1531.6200000000001,4,44,0,High-Value Champions
13108.0,350.06,1,373,1,Lost Customers
13109.0,786.54,2,60,0,High-Value Champions
13110.0,1488.67,7,31,0,High-Value Champions
13113.0,12245.960000000001,24,1,3,New Spenders
13115.0,2294.78,4,12,0,High-Value Champions
13116.0,501.14,1,138,0,High-Value Champions
13117.0,984.91,8,22,0,High-Value Champions
13118.0,1197.81,5,20,0,High-Value Champions
13120.0,30.599999999999998,1,239,1,Lost Customers
13121.0,283.73,1,269,1,Lost Customers
13122.0,922.39,2,94,0,High-Value Champions
